Description,ensembl_id,entrez_id,gene_biotype,Type
SLC2A10,ENSG00000197496,81031,protein_coding,target
EYA2,ENSG00000064655,2139,protein_coding,target
ZMYND8,ENSG00000101040,23613,protein_coding,target
NCOA3,ENSG00000124151,8202,protein_coding,landmark
SULF2,ENSG00000196562,55959,protein_coding,target
PREX1,ENSG00000124126,57580,protein_coding,target
ARFGEF2,ENSG00000124198,10564,protein_coding,target
CSE1L,ENSG00000124207,1434,protein_coding,target
STAU1,ENSG00000124214,6780,protein_coding,target
DDX27,ENSG00000124228,55661,protein_coding,target
ZNFX1,ENSG00000124201,57169,protein_coding,target
KCNB1,ENSG00000158445,3745,protein_coding,target
PTGIS,ENSG00000124212,5740,protein_coding,target
B4GALT5,ENSG00000158470,9334,protein_coding,target
SLC9A8,ENSG00000197818,23315,protein_coding,target
SPATA2,ENSG00000158480,9825,protein_coding,target
RNF114,ENSG00000124226,55905,protein_coding,target
SNAI1,ENSG00000124216,6615,protein_coding,target
UBE2V1,ENSG00000244687,7335,protein_coding,target
TMEM189,ENSG00000240849,387521,protein_coding,target
CEBPB,ENSG00000172216,1051,protein_coding,target
PTPN1,ENSG00000196396,5770,protein_coding,landmark
FAM65C,ENSG00000042062,140876,protein_coding,target
PARD6B,ENSG00000124171,84612,protein_coding,target
BCAS4,ENSG00000124243,55653,protein_coding,target
ADNP,ENSG00000101126,23394,protein_coding,target
DPM1,ENSG00000000419,8813,protein_coding,target
MOCS3,ENSG00000124217,27304,protein_coding,target
KCNG1,ENSG00000026559,3755,protein_coding,target
NFATC2,ENSG00000101096,4773,protein_coding,target
ATP9A,ENSG00000054793,10079,protein_coding,target
SALL4,ENSG00000101115,57167,protein_coding,target
ZFP64,ENSG00000020256,55734,protein_coding,target
TSHZ2,ENSG00000182463,128553,protein_coding,target
ZNF217,ENSG00000171940,7764,protein_coding,target
BCAS1,ENSG00000064787,8537,protein_coding,target
CYP24A1,ENSG00000019186,1591,protein_coding,target
PFDN4,ENSG00000101132,5203,protein_coding,target
DOK5,ENSG00000101134,55816,protein_coding,target
CBLN4,ENSG00000054803,140689,protein_coding,target
MC3R,ENSG00000124089,4159,protein_coding,target
FAM210B,ENSG00000124098,116151,protein_coding,target
AURKA,ENSG00000087586,6790,protein_coding,landmark
CSTF1,ENSG00000101138,1477,protein_coding,target
CASS4,ENSG00000087589,57091,protein_coding,target
RTFDC1,ENSG00000022277,51507,protein_coding,target
GCNT7,ENSG00000124091,140687,protein_coding,target
FAM209A,ENSG00000124103,200232,protein_coding,target
FAM209B,ENSG00000213714,388799,protein_coding,target
TFAP2C,ENSG00000087510,7022,protein_coding,target
BMP7,ENSG00000101144,655,protein_coding,target
SPO11,ENSG00000054796,23626,protein_coding,target
RAE1,ENSG00000101146,8480,protein_coding,landmark
RBM38,ENSG00000132819,55544,protein_coding,target
CTCFL,ENSG00000124092,140690,protein_coding,target
PCK1,ENSG00000124253,5105,protein_coding,target
ZBP1,ENSG00000124256,81030,protein_coding,target
PMEPA1,ENSG00000124225,56937,protein_coding,target
C20orf85,ENSG00000124237,128602,protein_coding,target
ANKRD60,ENSG00000124227,140731,protein_coding,target
RAB22A,ENSG00000124209,57403,protein_coding,target
VAPB,ENSG00000124164,9217,protein_coding,landmark
APCDD1L,ENSG00000198768,164284,protein_coding,target
STX16,ENSG00000124222,8675,protein_coding,target
NPEPL1,ENSG00000215440,79716,protein_coding,landmark
GNAS,ENSG00000087460,2778,protein_coding,landmark
NELFCD,ENSG00000101158,51497,protein_coding,target
CTSZ,ENSG00000101160,1522,protein_coding,target
TUBB1,ENSG00000101162,81027,protein_coding,target
ATP5E,ENSG00000124172,514,protein_coding,target
PRELID3B,ENSG00000101166,51012,protein_coding,target
ZNF831,ENSG00000124203,128611,protein_coding,target
EDN3,ENSG00000124205,1908,protein_coding,target
PHACTR3,ENSG00000087495,116154,protein_coding,target
SYCP2,ENSG00000196074,10388,protein_coding,target
FAM217B,ENSG00000196227,63939,protein_coding,target
PPP1R3D,ENSG00000132825,5509,protein_coding,target
CDH26,ENSG00000124215,60437,protein_coding,target
CDH4,ENSG00000179242,1002,protein_coding,target
TAF4,ENSG00000130699,6874,protein_coding,target
LSM14B,ENSG00000149657,149986,protein_coding,target
PSMA7,ENSG00000101182,5688,protein_coding,target
SS18L1,ENSG00000184402,26039,protein_coding,target
MTG2,ENSG00000101181,26164,protein_coding,target
HRH3,ENSG00000101180,11255,protein_coding,target
OSBPL2,ENSG00000130703,9885,protein_coding,target
ADRM1,ENSG00000130706,11047,protein_coding,target
LAMA5,ENSG00000130702,3911,protein_coding,target
RPS21,ENSG00000171858,6227,protein_coding,target
CABLES2,ENSG00000149679,81928,protein_coding,target
RBBP8NL,ENSG00000130701,140893,protein_coding,target
GATA5,ENSG00000130700,140628,protein_coding,target
SLCO4A1,ENSG00000101187,28231,protein_coding,target
NTSR1,ENSG00000101188,4923,protein_coding,target
MRGBP,ENSG00000101189,55257,protein_coding,target
OGFR,ENSG00000060491,11054,protein_coding,target
COL9A3,ENSG00000092758,1299,protein_coding,target
TCFL5,ENSG00000101190,10732,protein_coding,landmark
DIDO1,ENSG00000101191,11083,protein_coding,target
GID8,ENSG00000101193,54994,protein_coding,target
SLC17A9,ENSG00000101194,63910,protein_coding,target
BHLHE23,ENSG00000125533,128408,protein_coding,target
YTHDF1,ENSG00000149658,54915,protein_coding,landmark
BIRC7,ENSG00000101197,79444,protein_coding,target
NKAIN4,ENSG00000101198,128414,protein_coding,target
ARFGAP1,ENSG00000101199,55738,protein_coding,target
COL20A1,ENSG00000101203,57642,protein_coding,target
CHRNA4,ENSG00000101204,1137,protein_coding,target
KCNQ2,ENSG00000075043,3785,protein_coding,target
EEF1A2,ENSG00000101210,1917,protein_coding,target
PPDPF,ENSG00000125534,79144,protein_coding,target
PTK6,ENSG00000101213,5753,protein_coding,target
SRMS,ENSG00000125508,6725,protein_coding,target
FNDC11,ENSG00000125531,79025,protein_coding,target
HELZ2,ENSG00000130589,85441,protein_coding,target
GMEB2,ENSG00000101216,26205,protein_coding,target
STMN3,ENSG00000197457,50861,protein_coding,target
RTEL1,ENSG00000258366,51750,protein_coding,target
TNFRSF6B,ENSG00000243509,8771,protein_coding,target
ARFRP1,ENSG00000101246,10139,protein_coding,target
ZGPAT,ENSG00000197114,84619,protein_coding,target
LIME1,ENSG00000203896,54923,protein_coding,target
SLC2A4RG,ENSG00000125520,56731,protein_coding,target
ZBTB46,ENSG00000130584,140685,protein_coding,target
TPD52L2,ENSG00000101150,7165,protein_coding,landmark
DNAJC5,ENSG00000101152,80331,protein_coding,target
UCKL1,ENSG00000198276,54963,protein_coding,target
ZNF512B,ENSG00000196700,57473,protein_coding,target
SAMD10,ENSG00000130590,140700,protein_coding,target
PRPF6,ENSG00000101161,24148,protein_coding,target
LINC00176,ENSG00000196421,284739,protein_coding,target
SOX18,ENSG00000203883,54345,protein_coding,target
TCEA2,ENSG00000171703,6919,protein_coding,landmark
RGS19,ENSG00000171700,10287,protein_coding,target
OPRL1,ENSG00000125510,4987,protein_coding,target
LKAAEAR1,ENSG00000171695,198437,protein_coding,target
NPBWR2,ENSG00000125522,2832,protein_coding,target
MYT1,ENSG00000196132,4661,protein_coding,target
PCMTD2,ENSG00000203880,55251,protein_coding,target
POTED,ENSG00000166351,317754,protein_coding,target
LIPI,ENSG00000188992,149998,protein_coding,target
RBM11,ENSG00000185272,54033,protein_coding,target
HSPA13,ENSG00000155304,6782,protein_coding,target
SAMSN1,ENSG00000155307,64092,protein_coding,target
NRIP1,ENSG00000180530,8204,protein_coding,landmark
USP25,ENSG00000155313,29761,protein_coding,target
CXADR,ENSG00000154639,1525,protein_coding,target
BTG3,ENSG00000154640,10950,protein_coding,target
C21orf91,ENSG00000154642,54149,protein_coding,target
CHODL,ENSG00000154645,140578,protein_coding,target
TMPRSS15,ENSG00000154646,5651,protein_coding,target
NCAM2,ENSG00000154654,4685,protein_coding,target
MRPL39,ENSG00000154719,54148,protein_coding,target
JAM2,ENSG00000154721,58494,protein_coding,target
ATP5J,ENSG00000154723,522,protein_coding,target
GABPA,ENSG00000154727,2551,protein_coding,target
APP,ENSG00000142192,351,protein_coding,landmark
CYYR1,ENSG00000166265,116159,protein_coding,target
ADAMTS1,ENSG00000154734,9510,protein_coding,target
ADAMTS5,ENSG00000154736,11096,protein_coding,target
N6AMT1,ENSG00000156239,29104,protein_coding,target
LTN1,ENSG00000198862,26046,protein_coding,target
RWDD2B,ENSG00000156253,10069,protein_coding,target
USP16,ENSG00000156256,10600,protein_coding,target
CCT8,ENSG00000156261,10694,protein_coding,target
MAP3K7CL,ENSG00000156265,56911,protein_coding,target
BACH1,ENSG00000156273,571,protein_coding,target
GRIK1,ENSG00000171189,2897,protein_coding,target
CLDN17,ENSG00000156282,26285,protein_coding,target
CLDN8,ENSG00000156284,9073,protein_coding,target
KRTAP24-1,ENSG00000188694,643803,protein_coding,target
KRTAP25-1,ENSG00000232263,100131902,protein_coding,target
KRTAP26-1,ENSG00000197683,388818,protein_coding,target
KRTAP27-1,ENSG00000206107,643812,protein_coding,target
KRTAP23-1,ENSG00000186980,337963,protein_coding,target
KRTAP13-2,ENSG00000182816,337959,protein_coding,target
KRTAP13-1,ENSG00000198390,140258,protein_coding,target
KRTAP13-3,ENSG00000240432,337960,protein_coding,target
KRTAP13-4,ENSG00000186971,284827,protein_coding,target
KRTAP15-1,ENSG00000186970,254950,protein_coding,target
KRTAP19-1,ENSG00000184351,337882,protein_coding,target
KRTAP19-2,ENSG00000186965,337969,protein_coding,target
KRTAP19-3,ENSG00000244025,337970,protein_coding,target
KRTAP19-4,ENSG00000186967,337971,protein_coding,target
KRTAP19-5,ENSG00000186977,337972,protein_coding,target
KRTAP19-6,ENSG00000186925,337973,protein_coding,target
KRTAP19-7,ENSG00000244362,337974,protein_coding,target
KRTAP22-2,ENSG00000206106,100288287,protein_coding,target
KRTAP6-3,ENSG00000212938,337968,protein_coding,target
KRTAP6-2,ENSG00000186930,337967,protein_coding,target
KRTAP22-1,ENSG00000186924,337979,protein_coding,target
KRTAP6-1,ENSG00000184724,337966,protein_coding,target
KRTAP20-1,ENSG00000244624,337975,protein_coding,target
KRTAP20-4,ENSG00000206105,100151643,protein_coding,target
KRTAP20-2,ENSG00000184032,337976,protein_coding,target
KRTAP20-3,ENSG00000206104,337985,protein_coding,target
KRTAP21-3,ENSG00000231068,100288323,protein_coding,target
KRTAP21-2,ENSG00000187026,337978,protein_coding,target
KRTAP21-1,ENSG00000187005,337977,protein_coding,target
KRTAP8-1,ENSG00000183640,337879,protein_coding,target
KRTAP11-1,ENSG00000182591,337880,protein_coding,target
KRTAP19-8,ENSG00000206102,728299,protein_coding,target
TIAM1,ENSG00000156299,7074,protein_coding,landmark
SOD1,ENSG00000142168,6647,protein_coding,target
SCAF4,ENSG00000156304,57466,protein_coding,target
HUNK,ENSG00000142149,30811,protein_coding,target
MIS18A,ENSG00000159055,54069,protein_coding,target
MRAP,ENSG00000170262,56246,protein_coding,target
URB1,ENSG00000142207,9875,protein_coding,target
EVA1C,ENSG00000166979,59271,protein_coding,target
TCP10L,ENSG00000242220,140290,protein_coding,target
C21orf59,ENSG00000159079,56683,protein_coding,target
SYNJ1,ENSG00000159082,8867,protein_coding,target
PAXBP1,ENSG00000159086,94104,protein_coding,target
C21orf62,ENSG00000205929,56245,protein_coding,target
OLIG2,ENSG00000205927,10215,protein_coding,target
OLIG1,ENSG00000184221,116448,protein_coding,target
IFNAR2,ENSG00000159110,3455,protein_coding,target
IL10RB,ENSG00000243646,3588,protein_coding,target
IFNAR1,ENSG00000142166,3454,protein_coding,landmark
IFNGR2,ENSG00000159128,3460,protein_coding,target
TMEM50B,ENSG00000142188,757,protein_coding,target
DNAJC28,ENSG00000177692,54943,protein_coding,target
GART,ENSG00000159131,2618,protein_coding,target
SON,ENSG00000159140,6651,protein_coding,target
DONSON,ENSG00000159147,29980,protein_coding,target
CRYZL1,ENSG00000205758,9946,protein_coding,target
ITSN1,ENSG00000205726,6453,protein_coding,target
ATP5O,ENSG00000241837,539,protein_coding,target
MRPS6,ENSG00000243927,64968,protein_coding,target
KCNE2,ENSG00000159197,9992,protein_coding,target
SMIM11A,ENSG00000205670,54065,protein_coding,target
C21orf140,ENSG00000222018,101928147,protein_coding,target
AP000322.53,ENSG00000243627,388820,protein_coding,target
KCNE1,ENSG00000180509,3753,protein_coding,target
RCAN1,ENSG00000159200,1827,protein_coding,target
CLIC6,ENSG00000159212,54102,protein_coding,target
RUNX1,ENSG00000159216,861,protein_coding,target
SETD4,ENSG00000185917,54093,protein_coding,target
CBR1,ENSG00000159228,873,protein_coding,landmark
CBR3,ENSG00000159231,874,protein_coding,landmark
DOPEY2,ENSG00000142197,9980,protein_coding,target
MORC3,ENSG00000159256,23515,protein_coding,target
CHAF1B,ENSG00000159259,8208,protein_coding,target
CLDN14,ENSG00000159261,23562,protein_coding,target
SIM2,ENSG00000159263,6493,protein_coding,target
HLCS,ENSG00000159267,3141,protein_coding,target
RIPPLY3,ENSG00000183145,53820,protein_coding,target
PIGP,ENSG00000185808,51227,protein_coding,target
TTC3,ENSG00000182670,7267,protein_coding,target
DSCR3,ENSG00000157538,10311,protein_coding,target
DYRK1A,ENSG00000157540,1859,protein_coding,target
KCNJ6,ENSG00000157542,3763,protein_coding,target
KCNJ15,ENSG00000157551,3772,protein_coding,target
ERG,ENSG00000157554,2078,protein_coding,target
ETS2,ENSG00000157557,2114,protein_coding,target
PSMG1,ENSG00000183527,8624,protein_coding,landmark
BRWD1,ENSG00000185658,54014,protein_coding,target
HMGN1,ENSG00000205581,3150,protein_coding,target
WRB,ENSG00000182093,7485,protein_coding,landmark
LCA5L,ENSG00000157578,150082,protein_coding,target
SH3BGR,ENSG00000185437,6450,protein_coding,target
B3GALT5,ENSG00000183778,10317,protein_coding,target
IGSF5,ENSG00000183067,150084,protein_coding,target
PCP4,ENSG00000183036,5121,protein_coding,target
DSCAM,ENSG00000171587,1826,protein_coding,target
BACE2,ENSG00000182240,25825,protein_coding,landmark
FAM3B,ENSG00000183844,54097,protein_coding,target
MX2,ENSG00000183486,4600,protein_coding,target
MX1,ENSG00000157601,4599,protein_coding,target
TMPRSS2,ENSG00000184012,7113,protein_coding,target
RIPK4,ENSG00000183421,54101,protein_coding,target
PRDM15,ENSG00000141956,63977,protein_coding,target
C2CD2,ENSG00000157617,25966,protein_coding,landmark
ZBTB21,ENSG00000173276,49854,protein_coding,target
UMODL1,ENSG00000177398,89766,protein_coding,target
ABCG1,ENSG00000160179,9619,protein_coding,target
TFF3,ENSG00000160180,7033,protein_coding,target
TFF2,ENSG00000160181,7032,protein_coding,target
TFF1,ENSG00000160182,7031,protein_coding,target
TMPRSS3,ENSG00000160183,64699,protein_coding,target
UBASH3A,ENSG00000160185,53347,protein_coding,target
RSPH1,ENSG00000160188,89765,protein_coding,target
SLC37A1,ENSG00000160190,54020,protein_coding,target
PDE9A,ENSG00000160191,5152,protein_coding,target
WDR4,ENSG00000160193,10785,protein_coding,target
NDUFV3,ENSG00000160194,4731,protein_coding,target
ERVH48-1,ENSG00000233056,90625,lincRNA,target
PKNOX1,ENSG00000160199,5316,protein_coding,target
CBS,ENSG00000160200,875,protein_coding,target
U2AF1,ENSG00000160201,7307,protein_coding,target
CRYAA,ENSG00000160202,1409,protein_coding,target
SIK1,ENSG00000142178,150094,protein_coding,target
HSF2BP,ENSG00000160207,11077,protein_coding,target
H2BFS,ENSG00000234289,54145,protein_coding,target
RRP1B,ENSG00000160208,23076,protein_coding,landmark
PDXK,ENSG00000160209,8566,protein_coding,target
CSTB,ENSG00000160213,1476,protein_coding,target
RRP1,ENSG00000160214,8568,protein_coding,target
AGPAT3,ENSG00000160216,56894,protein_coding,target
TRAPPC10,ENSG00000160218,7109,protein_coding,target
PWP2,ENSG00000241945,5822,protein_coding,target
C21orf33,ENSG00000160221,8209,protein_coding,target
ICOSLG,ENSG00000160223,23308,protein_coding,target
DNMT3L,ENSG00000142182,29947,protein_coding,target
AIRE,ENSG00000160224,326,protein_coding,target
PFKL,ENSG00000141959,5211,protein_coding,landmark
C21orf2,ENSG00000160226,755,protein_coding,target
TRPM2,ENSG00000142185,7226,protein_coding,target
LRRC3,ENSG00000160233,81543,protein_coding,target
TSPEAR,ENSG00000175894,54084,protein_coding,target
KRTAP10-1,ENSG00000215455,386677,protein_coding,target
KRTAP10-2,ENSG00000205445,386679,protein_coding,target
KRTAP10-3,ENSG00000212935,386682,protein_coding,target
KRTAP10-4,ENSG00000215454,386672,protein_coding,target
KRTAP10-5,ENSG00000241123,386680,protein_coding,target
KRTAP10-6,ENSG00000188155,386674,protein_coding,target
KRTAP10-8,ENSG00000187766,386681,protein_coding,target
KRTAP10-9,ENSG00000221837,386676,protein_coding,target
KRTAP10-10,ENSG00000221859,353333,protein_coding,target
KRTAP10-11,ENSG00000243489,386678,protein_coding,target
KRTAP12-4,ENSG00000212933,386684,protein_coding,target
KRTAP12-3,ENSG00000205439,386683,protein_coding,target
KRTAP12-2,ENSG00000221864,353323,protein_coding,target
KRTAP12-1,ENSG00000187175,353332,protein_coding,target
KRTAP10-12,ENSG00000189169,386685,protein_coding,target
UBE2G2,ENSG00000184787,7327,protein_coding,target
SUMO3,ENSG00000184900,6612,protein_coding,target
PTTG1IP,ENSG00000183255,754,protein_coding,target
ITGB2,ENSG00000160255,3689,protein_coding,target
FAM207A,ENSG00000160256,85395,protein_coding,target
ADARB1,ENSG00000197381,104,protein_coding,target
POFUT2,ENSG00000186866,23275,protein_coding,target
COL18A1,ENSG00000182871,80781,protein_coding,target
SLC19A1,ENSG00000173638,6573,protein_coding,target
PCBP3,ENSG00000183570,54039,protein_coding,target
COL6A1,ENSG00000142156,1291,protein_coding,target
COL6A2,ENSG00000142173,1292,protein_coding,target
FTCD,ENSG00000160282,10841,protein_coding,target
SPATC1L,ENSG00000160284,84221,protein_coding,target
LSS,ENSG00000160285,4047,protein_coding,target
MCM3AP,ENSG00000160294,8888,protein_coding,target
YBEY,ENSG00000182362,54059,protein_coding,target
C21orf58,ENSG00000160298,54058,protein_coding,target
PCNT,ENSG00000160299,5116,protein_coding,target
DIP2A,ENSG00000160305,23181,protein_coding,target
S100B,ENSG00000160307,6285,protein_coding,target
PRMT2,ENSG00000160310,3275,protein_coding,target
OR11H1,ENSG00000130538,81061,protein_coding,target
POTEH,ENSG00000198062,23784,protein_coding,target
CCT8L2,ENSG00000198445,150160,protein_coding,target
XKR3,ENSG00000172967,150165,protein_coding,target
IL17RA,ENSG00000177663,23765,protein_coding,target
CECR6,ENSG00000183307,27439,protein_coding,target
HDHD5,ENSG00000069998,27440,protein_coding,target
CECR1,ENSG00000093072,51816,protein_coding,target
CECR2,ENSG00000099954,27443,protein_coding,target
SLC25A18,ENSG00000182902,83733,protein_coding,target
ATP6V1E1,ENSG00000131100,529,protein_coding,target
BCL2L13,ENSG00000099968,23786,protein_coding,target
BID,ENSG00000015475,637,protein_coding,landmark
MICAL3,ENSG00000243156,57553,protein_coding,target
PEX26,ENSG00000215193,55670,protein_coding,target
TUBA8,ENSG00000183785,51807,protein_coding,target
USP18,ENSG00000184979,11274,protein_coding,target
DGCR6,ENSG00000183628,8214,protein_coding,target
PRODH,ENSG00000100033,5625,protein_coding,target
DGCR2,ENSG00000070413,9993,protein_coding,target
DGCR14,ENSG00000100056,8220,protein_coding,target
GSC2,ENSG00000063515,2928,protein_coding,target
SLC25A1,ENSG00000100075,6576,protein_coding,target
CLTCL1,ENSG00000070371,8218,protein_coding,target
HIRA,ENSG00000100084,7290,protein_coding,target
MRPL40,ENSG00000185608,64976,protein_coding,target
C22orf39,ENSG00000242259,128977,protein_coding,target
UFD1L,ENSG00000070010,7353,protein_coding,target
CDC45,ENSG00000093009,8318,protein_coding,landmark
CLDN5,ENSG00000184113,7122,protein_coding,target
SEPT5,ENSG00000184702,5413,protein_coding,target
TBX1,ENSG00000184058,6899,protein_coding,target
GNB1L,ENSG00000185838,54584,protein_coding,target
C22orf29,ENSG00000215012,79680,protein_coding,target
TXNRD2,ENSG00000184470,10587,protein_coding,target
COMT,ENSG00000093010,1312,protein_coding,target
ARVCF,ENSG00000099889,421,protein_coding,target
TANGO2,ENSG00000183597,128989,protein_coding,target
DGCR8,ENSG00000128191,54487,protein_coding,target
TRMT2A,ENSG00000099899,27037,protein_coding,target
RANBP1,ENSG00000099901,5902,protein_coding,target
ZDHHC8,ENSG00000099904,29801,protein_coding,target
CCDC188,ENSG00000234409,388849,protein_coding,target
RTN4R,ENSG00000040608,65078,protein_coding,target
DGCR6L,ENSG00000128185,85359,protein_coding,target
ZNF74,ENSG00000185252,7625,protein_coding,target
SCARF2,ENSG00000244486,91179,protein_coding,target
KLHL22,ENSG00000099910,84861,protein_coding,target
MED15,ENSG00000099917,51586,protein_coding,target
PI4KA,ENSG00000241973,5297,protein_coding,target
SERPIND1,ENSG00000099937,3053,protein_coding,target
SNAP29,ENSG00000099940,9342,protein_coding,target
CRKL,ENSG00000099942,1399,protein_coding,landmark
AIFM3,ENSG00000183773,150209,protein_coding,target
LZTR1,ENSG00000099949,8216,protein_coding,target
THAP7,ENSG00000184436,80764,protein_coding,target
P2RX6,ENSG00000099957,9127,protein_coding,target
SLC7A4,ENSG00000099960,6545,protein_coding,target
LRRC74B,ENSG00000187905,400891,protein_coding,target
HIC2,ENSG00000169635,23119,protein_coding,target
TMEM191C,ENSG00000206140,645426,protein_coding,target
RIMBP3C,ENSG00000183246,150221,protein_coding,target
UBE2L3,ENSG00000185651,7332,protein_coding,target
YDJC,ENSG00000161179,150223,protein_coding,target
CCDC116,ENSG00000161180,164592,protein_coding,target
SDF2L1,ENSG00000128228,23753,protein_coding,target
PPIL2,ENSG00000100023,23759,protein_coding,target
YPEL1,ENSG00000100027,29799,protein_coding,target
MAPK1,ENSG00000100030,5594,protein_coding,target
PPM1F,ENSG00000100034,9647,protein_coding,target
TOP3B,ENSG00000100038,8940,protein_coding,target
VPREB1,ENSG00000169575,7441,protein_coding,target
ZNF280A,ENSG00000169548,129025,protein_coding,target
PRAME,ENSG00000185686,23532,protein_coding,target
GGTLC2,ENSG00000100121,91227,protein_coding,target
RSPH14,ENSG00000100218,27156,protein_coding,target
GNAZ,ENSG00000128266,2781,protein_coding,target
RAB36,ENSG00000100228,9609,protein_coding,target
BCR,ENSG00000186716,613,protein_coding,target
IGLL1,ENSG00000128322,3543,protein_coding,target
DRICH1,ENSG00000189269,51233,protein_coding,target
RGL4,ENSG00000159496,266747,protein_coding,target
ZNF70,ENSG00000187792,7621,protein_coding,target
VPREB3,ENSG00000128218,29802,protein_coding,target
C22orf15,ENSG00000169314,150248,protein_coding,target
CHCHD10,ENSG00000250479,400916,protein_coding,target
MMP11,ENSG00000099953,4320,protein_coding,target
SMARCB1,ENSG00000099956,6598,protein_coding,target
DERL3,ENSG00000099958,91319,protein_coding,target
SLC2A11,ENSG00000133460,66035,protein_coding,target
MIF,ENSG00000240972,4282,protein_coding,landmark
GSTT2B,ENSG00000133433,653689,protein_coding,target
DDTL,ENSG00000099974,100037417,protein_coding,target
DDT,ENSG00000099977,1652,protein_coding,target
GSTT2,ENSG00000099984,2953,polymorphic_pseudogene,target
CABIN1,ENSG00000099991,23523,protein_coding,target
SUSD2,ENSG00000099994,56241,protein_coding,target
GGT5,ENSG00000099998,2687,protein_coding,target
SPECC1L,ENSG00000100014,23384,protein_coding,target
ADORA2A,ENSG00000128271,135,protein_coding,target
UPB1,ENSG00000100024,51733,protein_coding,target
GUCD1,ENSG00000138867,83606,protein_coding,target
SNRPD3,ENSG00000100028,6634,protein_coding,target
LRRC75B,ENSG00000178026,388886,protein_coding,target
GGT1,ENSG00000100031,2678,protein_coding,target
PIWIL3,ENSG00000184571,440822,protein_coding,target
SGSM1,ENSG00000167037,129049,protein_coding,target
TMEM211,ENSG00000206069,255349,protein_coding,target
KIAA1671,ENSG00000197077,85379,protein_coding,target
CRYBB3,ENSG00000100053,1417,protein_coding,target
CRYBB2,ENSG00000244752,1415,protein_coding,target
GRK3,ENSG00000100077,157,protein_coding,target
MYO18B,ENSG00000133454,84700,protein_coding,target
SEZ6L,ENSG00000100095,23544,protein_coding,target
ASPHD2,ENSG00000128203,57168,protein_coding,target
HPS4,ENSG00000100099,89781,protein_coding,target
SRRD,ENSG00000100104,402055,protein_coding,target
TFIP11,ENSG00000100109,24144,protein_coding,target
TPST2,ENSG00000128294,8459,protein_coding,target
CRYBB1,ENSG00000100122,1414,protein_coding,target
CRYBA4,ENSG00000196431,1413,protein_coding,target
MN1,ENSG00000169184,4330,protein_coding,target
PITPNB,ENSG00000180957,23760,protein_coding,target
TTC28,ENSG00000100154,23331,protein_coding,target
CHEK2,ENSG00000183765,11200,protein_coding,landmark
HSCB,ENSG00000100209,150274,protein_coding,target
CCDC117,ENSG00000159873,150275,protein_coding,target
XBP1,ENSG00000100219,7494,protein_coding,landmark
ZNRF3,ENSG00000183579,84133,protein_coding,target
C22orf31,ENSG00000100249,25770,protein_coding,target
KREMEN1,ENSG00000183762,83999,protein_coding,target
EMID1,ENSG00000186998,129080,protein_coding,target
RHBDD3,ENSG00000100263,25807,protein_coding,target
EWSR1,ENSG00000182944,2130,protein_coding,target
GAS2L1,ENSG00000185340,10634,protein_coding,target
RASL10A,ENSG00000100276,10633,protein_coding,target
AP1B1,ENSG00000100280,162,protein_coding,target
RFPL1,ENSG00000128250,5988,protein_coding,target
NEFH,ENSG00000100285,4744,protein_coding,target
THOC5,ENSG00000100296,8563,protein_coding,target
NIPSNAP1,ENSG00000184117,8508,protein_coding,landmark
NF2,ENSG00000186575,4771,protein_coding,target
CABP7,ENSG00000100314,164633,protein_coding,target
ZMAT5,ENSG00000100319,55954,protein_coding,target
UQCR10,ENSG00000184076,29796,protein_coding,target
ASCC2,ENSG00000100325,84164,protein_coding,target
MTMR3,ENSG00000100330,8897,protein_coding,target
HORMAD2,ENSG00000176635,150280,protein_coding,target
LIF,ENSG00000128342,3976,protein_coding,target
OSM,ENSG00000099985,5008,protein_coding,target
GATSL3,ENSG00000239282,652968,protein_coding,target
TBC1D10A,ENSG00000099992,83874,protein_coding,target
SF3A1,ENSG00000099995,10291,protein_coding,target
CCDC157,ENSG00000187860,550631,protein_coding,target
RNF215,ENSG00000099999,200312,protein_coding,target
SEC14L2,ENSG00000100003,23541,protein_coding,target
MTFP1,ENSG00000242114,51537,protein_coding,target
SEC14L3,ENSG00000100012,266629,protein_coding,target
SEC14L4,ENSG00000133488,284904,protein_coding,target
SEC14L6,ENSG00000214491,730005,protein_coding,target
GAL3ST1,ENSG00000128242,9514,protein_coding,target
PES1,ENSG00000100029,23481,protein_coding,target
TCN2,ENSG00000185339,6948,protein_coding,target
SLC35E4,ENSG00000100036,339665,protein_coding,target
DUSP18,ENSG00000167065,150290,protein_coding,target
OSBP2,ENSG00000184792,23762,protein_coding,target
MORC2,ENSG00000133422,22880,protein_coding,target
TUG1,ENSG00000253352,55000,bidirectional_promoter_lncRNA,target
SMTN,ENSG00000183963,6525,protein_coding,target
SELENOM,ENSG00000198832,140606,protein_coding,target
INPP5J,ENSG00000185133,27124,protein_coding,target
PLA2G3,ENSG00000100078,50487,protein_coding,target
RNF185,ENSG00000138942,91445,protein_coding,target
LIMK2,ENSG00000182541,3985,protein_coding,target
PIK3IP1,ENSG00000100100,113791,protein_coding,target
PATZ1,ENSG00000100105,23598,protein_coding,target
DRG1,ENSG00000185721,4733,protein_coding,target
EIF4ENIF1,ENSG00000184708,56478,protein_coding,target
SFI1,ENSG00000198089,9814,protein_coding,target
PISD,ENSG00000241878,23761,protein_coding,target
PRR14L,ENSG00000183530,253143,protein_coding,target
DEPDC5,ENSG00000100150,9681,protein_coding,target
